#  idx_gal   gal_id   Ngal    Ri_avr(kpc)  size_i(kpc)   sigma_i(km/s)   delta_v    delta_sigma     P_v      P_sigma    Pmin(ds)
    101       101      11       2911.44        124.77        454.66      2.19378      2.06923     0.2760     0.0740     0.0740
    101       101      12       2919.45        124.77        437.23      2.22259      2.30200     0.2980     0.0340     0.0340
    101       101      13       2925.19        124.77        429.32      2.45609      2.45161     0.2200     0.0260     0.0260
    102       102       3       1019.00         35.24        758.78      0.99991      0.94980     0.2640     0.4300     0.2640
    102       102       4        895.46         35.24        954.43      1.83306      0.32490     0.0640     0.5400     0.0640
    102       102       5        842.45         35.24       1050.66      1.59521     -0.07132     0.1420     0.6060     0.1420
    102       102       6        803.56         35.24       1042.34      1.40111     -0.03716     0.2680     0.6120     0.2680
    102       102       7        823.70         35.24       1002.11      1.26050      0.16049     0.3340     0.4980     0.3340
    102       102       8        816.93         35.24       1008.49      1.72185      0.13544     0.2080     0.5300     0.2080
    102       102       9        805.78         35.24       1151.18      1.24205     -0.63818     0.3760     0.7280     0.3760
    102       102      10        818.09         35.24       1135.76      1.62617     -0.57697     0.2380     0.6960     0.2380
    102       102      11        786.16         35.24       1105.61      1.94443     -0.42073     0.1880     0.7140     0.1880
    102       102      12        779.66         35.24       1063.98      1.90665     -0.18080     0.2080     0.5980     0.2080
    102       102      13        778.21         35.24       1029.84      1.80858      0.17940     0.2300     0.5560     0.2300
    103       103       3       2170.24        442.35        818.16      0.67208     -0.11192     0.5100     0.6540     0.5100
    103       103       4       2144.40        442.35        687.66      1.02877      0.56690     0.3660     0.5260     0.3660
    103       103       5       2088.53        442.35        611.48      1.35933      1.04822     0.2840     0.2900     0.2840
    103       103       6       2035.18        442.35        807.98      0.85263     -0.07980     0.5380     0.6120     0.5380
    103       103       7       1998.16        442.35        935.23      0.27036     -0.90706     0.8520     0.7880     0.7880
    103       103       8       1970.89        442.35        897.03      0.56828     -0.69428     0.7740     0.7500     0.7500
    103       103       9       1938.68        442.35       1015.23      1.28657     -1.56698     0.4360     0.8820     0.4360
    103       103      10       2012.49        442.35        960.49      1.46149     -1.22673     0.4780     0.8300     0.4780
    103       103      11       2075.32        442.35        941.03      1.25917     -1.12371     0.5580     0.8440     0.5580
    103       103      12       2135.38        442.35        938.47      0.98906     -1.14264     0.7200     0.8400     0.7200
    103       103      13       2130.06        442.35        919.66      1.27122     -1.02500     0.6260     0.7840     0.6260
    104       104       3       3441.05        178.93        174.73      1.95376      2.77586     0.0600     0.0780     0.0600
    104       104       4       3365.81        178.93        185.35      2.33229      2.97758     0.0600     0.0280     0.0280
    104       104       5       3301.11        178.93        170.19      2.65454      3.32719     0.0460     0.0120     0.0120
    104       104       6       3259.65        178.93        206.95      3.18855      3.27402     0.0100     0.0100     0.0100
    104       104       7       3228.95        178.93        227.74      3.69105      3.29883     0.0060     0.0020     0.0020
    104       104       8       3205.31        178.93        239.01      4.16168      3.37374     0.0020     0.0020     0.0020
    104       104       9       3169.16        178.93        357.23      3.74193      2.71512     0.0020     0.0360     0.0020
    104       104      10       3151.97        178.93        340.40      3.90498      2.97250     0.0140     0.0120     0.0120
    104       104      11       3136.81        178.93        323.25      4.09972      3.23808     0.0040     0.0020     0.0020
    104       104      12       3124.92        178.93        309.20      4.26756      3.48049     0.0060     0.0040     0.0040
    104       104      13       3113.11        178.93        297.20      4.49602      3.70721     0.0000     0.0020     0.0000
    105       105       3       1523.28        545.20       1673.45      0.32996     -3.19559     0.7160     0.9600     0.7160
    105       105       4       1496.18        545.20       1402.94      0.71384     -2.26221     0.5540     0.9160     0.5540
    105       105       5       1457.94        545.20       1463.64      0.04756     -2.74796     0.9780     0.9500     0.9500
    105       105       6       1406.55        545.20       1368.80      0.34364     -2.43097     0.8120     0.9640     0.8120
    105       105       7       1464.66        545.20       1395.32      1.00605     -2.72350     0.4480     0.9740     0.4480
    105       105       8       1404.66        545.20       1313.71      1.33397     -2.38077     0.3680     0.9520     0.3680
    105       105       9       1356.74        545.20       1245.79      1.64000     -2.06958     0.2880     0.9240     0.2880
    105       105      10       1398.24        545.20       1321.91      1.10946     -2.64740     0.5560     0.9760     0.5560
    105       105      11       1394.43        545.20       1307.65      0.78216     -2.65245     0.6860     0.9740     0.6860
    105       105      12       1358.39        545.20       1253.38      0.95590     -2.36865     0.6220     0.9600     0.6220
    105       105      13       1399.84        545.20       1364.17      0.31309     -3.23877     0.8960     0.9920     0.8960
    106       106       3        973.32        186.20        227.40      1.21919      2.96475     0.1760     0.0460     0.0460
    106       106       4        963.46        186.20       1233.65      0.53664     -0.93420     0.6220     0.8220     0.6220
    106       106       5       1000.69        186.20       1105.50      0.87697     -0.43316     0.4540     0.6560     0.4540
    106       106       6       1014.00        186.20       1226.04      0.33665     -1.04232     0.8080     0.7960     0.7960
    106       106       7        971.57        186.20       1242.18      0.12233     -1.18589     0.9460     0.8280     0.8280
    106       106       8       1013.25        186.20       1264.73      0.35475     -1.36798     0.8120     0.8800     0.8120
    106       106       9       1029.36        186.20       1256.60      0.01603     -1.38556     0.9880     0.8740     0.8740
    106       106      10        987.23        186.20       1195.08      0.13070     -1.08432     0.9540     0.8140     0.8140
    106       106      11        958.72        186.20       1166.47      0.12190     -0.95227     0.9520     0.8300     0.8300
    106       106      12        972.41        186.20       1164.50      0.45623     -0.97316     0.8060     0.8200     0.8060
    106       106      13        968.04        186.20       1121.47      0.59229     -0.72618     0.7580     0.7380     0.7380
    107       107       3       2016.38         77.46        317.93      1.64263      2.29639     0.1060     0.1700     0.1060
    107       107       4       2085.16         77.46        269.42      2.16874      2.77768     0.0520     0.0340     0.0340
    107       107       5       2148.75         77.46        259.96      2.41418      3.05696     0.0480     0.0300     0.0300
    107       107       6       2230.66         77.46        308.60      2.48696      2.96882     0.0360     0.0280     0.0280
    107       107       7       2136.50         77.46        304.29      2.60152      3.17145     0.0560     0.0020     0.0020
    107       107       8       2022.52         77.46        484.49      3.28001      2.11045     0.0080     0.0680     0.0080
    107       107       9       2107.46         77.46        552.12      3.13781      1.72684     0.0280     0.1100     0.0280
    107       107      10       2063.12         77.46        597.93      2.98012      1.45936     0.0240     0.1780     0.0240
    107       107      11       2122.96         77.46        573.78      3.03996      1.70055     0.0660     0.1160     0.0660
    107       107      12       2180.51         77.46        547.12      3.19797      1.97220     0.0300     0.0860     0.0300
    107       107      13       2177.43         77.46        523.86      3.34896      2.22711     0.0220     0.0480     0.0220
    108       108       3       3162.86        263.32        644.33      1.25751      0.23928     0.2180     0.5920     0.2180
    108       108       4       3120.09        263.32        556.74      1.37891      0.79819     0.2820     0.4220     0.2820
    108       108       5       3094.89        263.32        502.38      1.43480      1.22222     0.3000     0.3100     0.3000
    108       108       6       3080.33        263.32        458.38      1.49607      1.61631     0.3340     0.1940     0.1940
    108       108       7       3069.91        263.32        423.41      1.55846      1.97290     0.4080     0.0960     0.0960
    108       108       8       3062.74        263.32        393.31      1.64394      2.31171     0.3520     0.0480     0.0480
    108       108       9       3058.16        263.32        368.01      1.74781      2.62644     0.3160     0.0460     0.0460
    108       108      10       3047.77        263.32        347.47      1.88167      2.91194     0.4040     0.0200     0.0200
    108       108      11       3041.50        263.32        336.12      2.07633      3.12357     0.3220     0.0080     0.0080
    108       108      12       3119.73        263.32        361.84      2.41362      2.99601     0.2540     0.0060     0.0060
    108       108      13       3110.07        263.32        356.55      2.64034      3.14317     0.2140     0.0080     0.0080
    109       109       3       1804.47          8.86        971.57      0.32995     -0.53547     0.7480     0.7420     0.7420
    109       109       4       1797.37          8.86       1067.58      0.28474     -1.06124     0.8160     0.8180     0.8160
    109       109       5       1829.17          8.86        939.65      0.50718     -0.46546     0.6560     0.6620     0.6560
    109       109       6       1883.93          8.86        919.77      0.18637     -0.76226     0.9200     0.7740     0.7740
    109       109       7       1854.95          8.86       1117.77      0.60748     -1.60038     0.7060     0.8780     0.7060
    109       109       8       1881.36          8.86       1066.64      0.94107     -1.35900     0.5820     0.8520     0.5820
    109       109       9       1900.37          8.86       1015.98      1.30771     -1.57233     0.4300     0.9160     0.4300
    109       109      10       1917.02          8.86        964.75      1.52595     -1.25830     0.4140     0.8680     0.4140
    109       109      11       1883.58          8.86        915.46      1.58585     -0.92705     0.4000     0.8100     0.4000
    109       109      12       1926.33          8.86        892.15      1.88715     -0.77398     0.3200     0.8020     0.3200
    109       109      13       1953.82          8.86        855.20      2.02269     -0.49536     0.2920     0.6720     0.2920
    110       110       3         78.61         17.14        899.90      0.79575      0.93223     0.3440     0.4440     0.3440
    110       110       4         85.40         17.14        905.08      0.64002      1.00524     0.5220     0.3660     0.3660
    110       110       5         68.32         17.14        826.15      0.55653      1.38809     0.6160     0.2500     0.2500
    110       110       6         83.56         17.14        814.21      0.88702      1.53163     0.4160     0.2040     0.2040
    110       110       7         85.51         17.14        807.40      1.22003      1.65122     0.3360     0.1720     0.1720
    110       110       8        101.30         17.14        795.14      1.10806      1.79232     0.3700     0.1360     0.1360
    110       110       9         98.57         17.14        828.54      0.89701      1.71631     0.4900     0.1220     0.1220
    110       110      10        115.48         17.14        969.98      0.49324      1.08768     0.7640     0.2780     0.2780
    110       110      11        132.89         17.14        933.74      0.64759      1.31523     0.6500     0.1980     0.1980
    110       110      12        137.17         17.14        958.90      0.39212      1.22741     0.7880     0.1820     0.1820
    110       110      13        150.37         17.14       1121.21      0.11175      0.37605     0.9460     0.4860     0.4860
    111       111       3       1100.71        128.84        381.38      1.03327      2.38085     0.2880     0.1320     0.1320
    111       111       4       1152.10        128.84       1216.48      0.34991     -1.06941     0.7660     0.8000     0.7660
    111       111       5       1137.23        128.84       1056.06      0.34323     -0.40462     0.7740     0.6760     0.6760
    111       111       6       1134.37        128.84       1066.37      0.07598     -0.48384     0.9460     0.6760     0.6760
    111       111       7       1172.70        128.84       1055.74      0.30519     -0.45601     0.8040     0.6840     0.6840
    111       111       8       1175.88        128.84       1069.51      0.74877     -0.55637     0.6260     0.7100     0.6260
    111       111       9       1130.17        128.84       1052.80      0.48279     -0.48462     0.8060     0.7000     0.7000
    111       111      10       1089.22        128.84       1060.36      0.14140     -0.29820     0.9420     0.6160     0.6160
    111       111      11       1040.82        128.84       1065.22      0.48092     -0.33895     0.7900     0.6460     0.6460
    111       111      12       1016.03        128.84       1060.18      0.21543     -0.31920     0.9240     0.6380     0.6380
    111       111      13       1007.50        128.84       1112.11      0.20889     -0.66562     0.9260     0.7080     0.7080
    112       112       3       2809.05        287.32        682.30      0.32477      0.02784     0.7920     0.6160     0.6160
    112       112       4       2782.69        287.32        568.24      0.55069      0.72793     0.7240     0.4100     0.4100
    112       112       5       2824.51        287.32        492.97      0.68264      1.28440     0.6560     0.2800     0.2800
    112       112       6       2852.77        287.32        440.94      0.77393      1.73945     0.6520     0.1720     0.1720
    112       112       7       2870.76        287.32        431.14      1.05844      1.91515     0.5720     0.1180     0.1180
    112       112       8       2882.74        287.32        476.07      1.49869      1.66095     0.4480     0.1400     0.1400
    112       112       9       2892.59        287.32        486.34      1.87297      1.65308     0.3180     0.1360     0.1360
    112       112      10       2904.07        287.32        461.41      1.91758      1.93563     0.3720     0.0800     0.0800
    112       112      11       2913.48        287.32        440.39      1.95568      2.19614     0.3440     0.0600     0.0600
    112       112      12       2921.73        287.32        420.46      2.02183      2.45633     0.3440     0.0320     0.0320
    112       112      13       2926.61        287.32        419.74      2.27935      2.54266     0.2840     0.0340     0.0340
    113       113       3       1470.40        331.85        384.02      0.95083      2.21550     0.3020     0.1580     0.1580
    113       113       4       1545.73        331.85        482.28      1.54915      1.97975     0.1600     0.1220     0.1220
    113       113       5       1523.48        331.85       1101.12      0.83042     -0.94224     0.5320     0.7780     0.5320
    113       113       6       1503.35        331.85       1021.47      1.20422     -0.58272     0.3700     0.7460     0.3700
    113       113       7       1448.43        331.85        948.34      1.49913     -0.20501     0.2620     0.6280     0.2620
    113       113       8       1404.51        331.85        895.82      1.80531      0.09563     0.1760     0.5040     0.1760
    113       113       9       1369.13        331.85        842.75      1.84026      0.42908     0.2200     0.4180     0.2200
    113       113      10       1362.85        331.85       1046.83      1.24393     -0.87097     0.4860     0.7760     0.4860
    113       113      11       1328.47        331.85       1082.55      0.86074     -1.14352     0.6280     0.8380     0.6280
    113       113      12       1298.88        331.85       1100.46      0.47162     -0.85325     0.8320     0.7480     0.7480
    113       113      13       1287.39        331.85       1096.49      0.19098     -0.85409     0.9360     0.7500     0.7500
    114       114       3       1351.74        100.48        704.81      1.71676      0.86929     0.0500     0.4640     0.0500
    114       114       4       1359.05        100.48        785.21      1.69413      0.58397     0.1440     0.4680     0.1440
    114       114       5       1515.32        100.48        682.59      1.92791      1.14249     0.1100     0.3180     0.1100
    114       114       6       1430.42        100.48        866.45      1.55987      0.24214     0.2020     0.5440     0.2020
    114       114       7       1357.90        100.48        816.76      1.50943      0.53639     0.2700     0.4440     0.2700
    114       114       8       1364.51        100.48        806.43      1.34719      0.62539     0.3700     0.3740     0.3700
    114       114       9       1432.83        100.48        774.41      1.62362      0.85274     0.3080     0.3460     0.3080
    114       114      10       1489.28        100.48        731.59      1.77233      1.16478     0.2560     0.2580     0.2560
    114       114      11       1436.18        100.48        941.70      1.20270     -0.19939     0.5220     0.6020     0.5220
    114       114      12       1489.20        100.48        939.66      1.55386     -0.19219     0.3520     0.5960     0.3520
    114       114      13       1559.50        100.48        904.66      1.72409      0.05229     0.3320     0.5620     0.3320
    115       115       3       2056.35        638.98        507.10      0.60271      1.38562     0.5940     0.3300     0.3300
    115       115       4       1887.87        638.98        487.78      1.04058      1.62348     0.3540     0.2120     0.2120
    115       115       5       1763.13        638.98        465.93      0.93388      2.05926     0.5040     0.1260     0.1260
    115       115       6       1902.88        638.98        464.97      1.36248      2.01419     0.3760     0.1200     0.1200
    115       115       7       1769.22        638.98        739.97      2.05352      0.67732     0.1360     0.4000     0.1360
    115       115       8       1664.18        638.98        740.52      2.53156      0.70889     0.0640     0.3580     0.0640
    115       115       9       1596.64        638.98        699.95      2.82190      1.01069     0.0420     0.3300     0.0420
    115       115      10       1532.98        638.98        661.45      2.84727      1.61773     0.0300     0.1260     0.0300
    115       115      11       1473.90        638.98        641.65      2.86324      1.81196     0.0320     0.1160     0.0320
    115       115      12       1452.91        638.98        620.42      2.89617      2.02259     0.0440     0.0700     0.0440
    115       115      13       1424.66        638.98        653.67      2.73789      1.84985     0.0700     0.1040     0.0700
    116       116       3       1204.63        249.15       1025.85      1.37199     -0.22166     0.1200     0.6180     0.1200
    116       116       4       1143.48        249.15        837.64      1.74113      0.57220     0.0880     0.4800     0.0880
    116       116       5       1159.19        249.15        764.13      1.82190      0.96291     0.0960     0.3080     0.0960
    116       116       6       1120.81        249.15        728.26      2.28633      1.20822     0.0380     0.2940     0.0380
    116       116       7       1115.79        249.15        802.37      2.08697      0.88662     0.0920     0.3480     0.0920
    116       116       8       1086.70        249.15        756.81      2.03706      1.35180     0.1020     0.1960     0.1020
    116       116       9       1062.94        249.15        758.12      2.43465      1.40682     0.0640     0.1900     0.0640
    116       116      10       1136.01        249.15        714.82      2.69942      1.54790     0.0560     0.1580     0.0560
    116       116      11       1112.92        249.15        695.80      3.00118      1.72665     0.0200     0.1460     0.0200
    116       116      12       1088.33        249.15        713.57      3.27599      1.85362     0.0140     0.0820     0.0140
    116       116      13       1063.81        249.15        707.17      3.59756      1.95500     0.0020     0.0880     0.0020
    117       117       3        936.79        117.91        849.58      1.52826      0.60547     0.0840     0.5120     0.0840
    117       117       4        920.81        117.91        725.33      2.07168      1.25554     0.0380     0.2840     0.0380
    117       117       5        892.49        117.91        633.49      2.49749      1.76061     0.0220     0.1740     0.0220
    117       117       6        898.56        117.91        572.56      2.88413      2.16671     0.0100     0.1060     0.0100
    117       117       7        887.02        117.91        553.79      3.33505      2.38749     0.0080     0.0560     0.0080
    117       117       8        886.40        117.91        512.79      3.60276      2.72521     0.0000     0.0260     0.0000
    117       117       9        873.42        117.91        486.42      3.93118      2.99513     0.0020     0.0120     0.0020
    117       117      10        858.82        117.91        460.93      4.13161      3.26504     0.0000     0.0040     0.0000
    117       117      11        845.13        117.91        584.72      3.99988      2.65757     0.0020     0.0260     0.0020
    117       117      12        841.10        117.91        564.13      4.27751      2.87640     0.0000     0.0080     0.0000
    117       117      13        859.92        117.91        685.16      4.07683      2.20526     0.0000     0.0620     0.0000
    118       118       3       1985.06        201.38        681.74      1.21403      0.54483     0.1800     0.4940     0.1800
    118       118       4       2006.89        201.38        626.53      1.85072      0.89003     0.0980     0.4540     0.0980
    118       118       5       2165.04        201.38        544.55      2.11753      1.43069     0.0960     0.2760     0.0960
    118       118       6       2137.10        201.38        492.81      2.29865      1.84425     0.0600     0.1520     0.0600
    118       118       7       2011.84        201.38        450.83      2.49386      2.22420     0.0940     0.0680     0.0680
    118       118       8       2090.38        201.38        433.93      2.56067      2.45418     0.0640     0.0560     0.0560
    118       118       9       2078.05        201.38        412.48      2.82883      2.71999     0.0380     0.0220     0.0220
    118       118      10       2142.38        201.38        399.75      2.89308      2.92769     0.0500     0.0200     0.0200
    118       118      11       2155.94        201.38        395.10      3.18521      3.07472     0.0200     0.0120     0.0120
    118       118      12       2248.11        201.38        399.08      3.41926      2.91518     0.0140     0.0140     0.0140
    118       118      13       2140.39        201.38        427.23      3.09473      3.02112     0.0440     0.0120     0.0120
    119       119       3        946.21        179.38        685.22      0.34307      1.22871     0.6960     0.3480     0.3480
    119       119       4        971.52        179.38        574.84      0.32703      1.80862     0.7420     0.1880     0.1880
    119       119       5        913.70        179.38        601.58      0.66171      1.90072     0.5780     0.1720     0.1720
    119       119       6        894.22        179.38        961.25      0.04734      0.34324     0.9700     0.4680     0.4680
    119       119       7        918.60        179.38       1095.03      0.53213     -0.30109     0.7180     0.6640     0.6640
    119       119       8        944.14        179.38       1137.61      0.11272     -0.68728     0.9240     0.7560     0.7560
    119       119       9        914.08        179.38       1106.44      0.15854     -0.39365     0.9180     0.6620     0.6620
    119       119      10        887.05        179.38       1077.55      0.07971     -0.24560     0.9700     0.6380     0.6380
    119       119      11        891.30        179.38       1122.13      0.34345     -0.51836     0.8520     0.7240     0.7240
    119       119      12        876.78        179.38       1121.13      0.67139     -0.53038     0.7300     0.7320     0.7300
    119       119      13        898.43        179.38       1103.73      0.94102     -0.43768     0.5840     0.6720     0.5840
    120       120       3        981.72        105.88        822.99      0.43426      0.70631     0.6100     0.4680     0.4680
    120       120       4        984.08        105.88        677.91      0.47856      1.37951     0.6460     0.2840     0.2840
    120       120       5       1018.81        105.88        615.34      0.39978      1.77296     0.7660     0.1900     0.1900
    120       120       6        975.81        105.88        554.09      0.39265      2.18856     0.7580     0.0800     0.0800
    120       120       7        938.77        105.88        755.25      0.08084      1.29325     0.9580     0.2460     0.2460
    120       120       8        953.47        105.88        809.12      0.28939      1.07166     0.7980     0.2440     0.2440
    120       120       9        917.58        105.88        770.54      0.17052      1.44221     0.9200     0.1680     0.1680
    120       120      10        920.01        105.88        758.34      0.01872      1.57179     0.9940     0.2120     0.2120
    120       120      11        892.22        105.88        726.58      0.07421      1.81924     0.9760     0.1140     0.1140
    120       120      12        969.34        105.88        696.82      0.15120      1.95861     0.9220     0.0900     0.0900
    120       120      13        962.54        105.88        671.78      0.23321      2.18398     0.9140     0.0540     0.0540
    121       121       3       3045.64          8.60         40.56      2.38950      3.60118     0.0260     0.0080     0.0080
    121       121       4       3033.55          8.60        247.65      2.74345      2.68786     0.0160     0.0480     0.0160
    121       121       5       3023.87          8.60        247.14      3.05721      2.90911     0.0120     0.0200     0.0120
    121       121       6       3018.91          8.60        245.77      3.30062      3.11744     0.0140     0.0140     0.0140
    121       121       7       3012.12          8.60        225.03      3.60657      3.45608     0.0020     0.0020     0.0020
    121       121       8       3006.43          8.60        208.42      3.91274      3.76550     0.0000     0.0020     0.0000
    121       121       9       3003.35          8.60        230.57      4.02054      3.75706     0.0040     0.0000     0.0000
    121       121      10       3005.16          8.60        283.64      4.01720      3.45892     0.0020     0.0020     0.0020
    121       121      11       3005.83          8.60        319.36      3.99865      3.27264     0.0000     0.0020     0.0000
    121       121      12       3005.96          8.60        346.80      3.96438      3.13446     0.0020     0.0060     0.0020
    121       121      13       3006.08          8.60        364.34      3.93211      3.06912     0.0140     0.0120     0.0120
    122       122       3       1933.11        279.71        986.46      0.55623     -0.92222     0.5940     0.8100     0.5940
    122       122       4       1989.26        279.71        956.23      0.16318     -0.85275     0.9060     0.7880     0.7880
    122       122       5       1945.10        279.71        907.78      0.60360     -0.64500     0.6640     0.7500     0.6640
    122       122       6       1901.09        279.71       1189.36      0.31101     -2.40802     0.7980     0.9560     0.7980
    122       122       7       1883.78        279.71       1112.33      0.62265     -2.05187     0.7180     0.9200     0.7180
    122       122       8       1881.44        279.71       1050.98      0.85880     -1.25969     0.5880     0.8480     0.5880
    122       122       9       1938.68        279.71       1015.23      1.28657     -1.56698     0.4740     0.8940     0.4740
    122       122      10       1951.43        279.71        974.69      1.58599     -1.33192     0.4020     0.8380     0.4020
    122       122      11       1960.62        279.71        934.95      1.83932     -1.07697     0.2840     0.8360     0.2840
    122       122      12       1899.07        279.71        930.82      1.60665     -1.08173     0.4740     0.8400     0.4740
    122       122      13       1958.89        279.71        893.47      1.75613     -0.80983     0.4200     0.7680     0.4200
    123       123       3       2060.33        205.23        712.02      0.50254      0.39909     0.5860     0.5340     0.5340
    123       123       4       1989.26        205.23        956.23      0.16318     -0.85275     0.8920     0.7960     0.7960
    123       123       5       1927.62        205.23       1206.69      0.78209     -2.35309     0.6080     0.9580     0.6080
    123       123       6       2005.78        205.23       1118.79      1.21642     -1.97718     0.4060     0.9260     0.4060
    123       123       7       1971.88        205.23       1140.71      0.74808     -2.23534     0.6060     0.9500     0.6060
    123       123       8       1947.89        205.23       1071.23      1.02086     -1.87858     0.5540     0.9160     0.5540
    123       123       9       1938.68        205.23       1015.23      1.28657     -1.56698     0.4860     0.8840     0.4860
    123       123      10       2012.49        205.23        960.49      1.46149     -1.22673     0.4080     0.8460     0.4080
    123       123      11       2091.14        205.23        997.48      1.05388     -1.55787     0.6580     0.9060     0.6580
    123       123      12       2018.72        205.23        974.19      0.85107     -1.42692     0.7600     0.8480     0.7600
    123       123      13       2078.51        205.23        961.42      0.60656     -1.36815     0.8440     0.8420     0.8420
    124       124       3        697.21         40.74        874.49      0.38517      0.66655     0.6780     0.5020     0.5020
    124       124       4        732.19         40.74        721.12      0.41044      1.34040     0.7340     0.3180     0.3180
    124       124       5        711.83         40.74        625.18      0.50505      1.86063     0.6600     0.1700     0.1700
    124       124       6        750.62         40.74        560.46      0.53631      2.28432     0.6660     0.0920     0.0920
    124       124       7        702.90         40.74        518.34      0.66227      2.62318     0.6100     0.0300     0.0300
    124       124       8        738.93         40.74        504.49      0.57974      2.82958     0.7120     0.0220     0.0220
    124       124       9        727.99         40.74        622.83      0.98279      2.32836     0.5080     0.0320     0.0320
    124       124      10        749.39         40.74        592.83      1.11667      2.59220     0.4480     0.0140     0.0140
    124       124      11        761.34         40.74        603.23      0.98115      2.63073     0.5240     0.0200     0.0200
    124       124      12        794.86         40.74        739.30      0.62286      1.80501     0.7260     0.1160     0.1160
    124       124      13        822.77         40.74        708.08      0.63309      2.06052     0.7300     0.0700     0.0700
    125       125       3       2090.67        196.90        699.70      0.52999      0.45839     0.5960     0.5800     0.5800
    125       125       4       2084.56        196.90        650.99      1.00533      0.76077     0.4060     0.4740     0.4060
    125       125       5       2047.11        196.90        911.67      1.97255     -0.66724     0.1100     0.7260     0.1100
    125       125       6       2086.54        196.90        819.24      2.13092     -0.14856     0.1040     0.6380     0.1040
    125       125       7       2009.78        196.90        764.96      2.15686      0.19363     0.1200     0.5220     0.1200
    125       125       8       1985.22        196.90       1128.89      1.30198     -2.27058     0.4540     0.9360     0.4540
    125       125       9       1930.79        196.90       1170.78      1.99399     -2.67332     0.2120     0.9780     0.2120
    125       125      10       1924.21        196.90       1106.35      2.20651     -2.30736     0.1680     0.9560     0.1680
    125       125      11       1867.92        196.90       1213.75      1.48744     -2.59233     0.4620     0.9840     0.4620
    125       125      12       1860.59        196.90       1161.69      1.67514     -2.29652     0.3800     0.9540     0.3800
    125       125      13       1921.64        196.90       1176.36      1.41224     -3.13426     0.5640     0.9860     0.5640
    126       126       3        235.44         90.69       1440.28      0.58522     -0.80605     0.5100     0.7700     0.5100
    126       126       4        259.31         90.69       1295.53      1.12975     -0.37375     0.2760     0.7060     0.2760
    126       126       5        244.30         90.69       1125.23      1.38738      0.24615     0.1880     0.5460     0.1880
    126       126       6        269.98         90.69       1109.66      1.91805      0.32648     0.1080     0.4920     0.1080
    126       126       7        242.37         90.69       1026.04      1.98280      0.70686     0.1180     0.4040     0.1180
    126       126       8        212.08         90.69        994.79      1.91487      0.88541     0.1020     0.3020     0.1020
    126       126       9        238.81         90.69       1005.22      2.35175      0.87668     0.0620     0.3200     0.0620
    126       126      10        220.38         90.69       1232.89      1.86737     -0.21377     0.1260     0.6280     0.1260
    126       126      11        224.66         90.69       1194.99      1.77317     -0.02717     0.2060     0.5900     0.2060
    126       126      12        245.39         90.69       1139.46      1.85003      0.26720     0.1840     0.5180     0.1840
    126       126      13        234.17         90.69       1096.52      1.84371      0.51159     0.2080     0.4060     0.2080
    127       127       3        618.85        132.33        570.54      1.23621      1.80815     0.1440     0.2580     0.1440
    127       127       4        606.20        132.33        557.52      1.81291      2.03582     0.0660     0.1620     0.0660
    127       127       5        638.24        132.33        922.53      1.48360      0.66776     0.1640     0.4340     0.1640
    127       127       6        665.38        132.33        825.62      1.73016      1.06916     0.1360     0.3260     0.1360
    127       127       7        661.83        132.33        789.97      2.10893      1.30507     0.0700     0.2340     0.0700
    127       127       8        685.06        132.33        789.80      2.02033      1.37346     0.1240     0.2360     0.1240
    127       127       9        695.37        132.33        869.65      1.75459      1.01056     0.1780     0.2940     0.1780
    127       127      10        658.93        132.33        874.06      2.13478      1.02815     0.1160     0.3020     0.1160
    127       127      11        642.06        132.33        830.17      2.16950      1.42072     0.1180     0.1760     0.1180
    127       127      12        609.35        132.33        795.11      2.34357      1.67547     0.0860     0.0900     0.0860
    127       127      13        583.05        132.33        795.71      2.24245      1.72609     0.1280     0.1020     0.1020
    128       128       3       2934.66        351.45        535.16      0.96766      0.84716     0.3720     0.4940     0.3720
    128       128       4       2870.20        351.45        709.30      0.54889     -0.13445     0.6840     0.6440     0.6440
    128       128       5       2894.52        351.45        614.97      0.68096      0.47804     0.6520     0.5160     0.5160
    128       128       6       2911.11        351.45        550.07      0.77234      0.96897     0.6840     0.3080     0.3080
    128       128       7       2837.61        351.45        696.30      0.20191     -0.06726     0.9240     0.6060     0.6060
    128       128       8       2852.20        351.45        662.07      0.42371      0.19842     0.8720     0.5100     0.5100
    128       128       9       2869.46        351.45        621.84      0.53060      0.53849     0.8300     0.3700     0.3700
    128       128      10       2883.26        351.45        588.55      0.63477      0.84623     0.8280     0.3200     0.3200
    128       128      11       2895.01        351.45        561.70      0.75485      1.11719     0.8260     0.2320     0.2320
    128       128      12       2905.55        351.45        539.90      0.88763      1.35688     0.8020     0.1720     0.1720
    128       128      13       2911.18        351.45        532.75      1.10834      1.46869     0.7260     0.1320     0.1320
    129       129       3       1735.32        370.94       2182.18      1.13702     -5.97129     0.2100     1.0000     0.2100
    129       129       4       1797.67        370.94       1784.26      1.35490     -4.59440     0.2300     0.9960     0.2300
    129       129       5       1725.03        370.94       1814.02      0.60481     -5.12549     0.6540     1.0000     0.6540
    129       129       6       1655.03        370.94       1764.62      0.05657     -5.19429     0.9620     1.0000     0.9620
    129       129       7       1639.91        370.94       1616.59      0.08486     -4.60768     0.9520     1.0000     0.9520
    129       129       8       1578.62        370.94       1536.81      0.29060     -4.34015     0.8920     0.9980     0.8920
